Symbol,Name,Summary Quote,
DWLD,Davis Select Worldwide ETF,https://www.nasdaq.com/symbol/dwld,
DWSN,Dawson Geophysical Company,https://www.nasdaq.com/symbol/dwsn,
DBVT,DBV Technologies S.A.,https://www.nasdaq.com/symbol/dbvt,
DCPH,"Deciphera Pharmaceuticals, Inc.",https://www.nasdaq.com/symbol/dcph,
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",https://www.nasdaq.com/symbol/dfrg,
TACO,"Del Taco Restaurants, Inc.",https://www.nasdaq.com/symbol/taco,
TACOW,"Del Taco Restaurants, Inc.",https://www.nasdaq.com/symbol/tacow,
DMPI,"DelMar Pharmaceuticals, Inc.",https://www.nasdaq.com/symbol/dmpi,
DELT,Delta Technology Holdings Limited,https://www.nasdaq.com/symbol/delt,
DNLI,Denali Therapeutics Inc.,https://www.nasdaq.com/symbol/dnli,
DENN,Denny&#39,Restaurants,https://www.nasdaq.com/symbol/denn
XRAY,DENTSPLY SIRONA Inc.,https://www.nasdaq.com/symbol/xray,
DEPO,"Depomed, Inc.",https://www.nasdaq.com/symbol/depo,
DERM,"Dermira, Inc.",https://www.nasdaq.com/symbol/derm,
DEST,Destination Maternity Corporation,https://www.nasdaq.com/symbol/dest,
DXLG,"Destination XL Group, Inc.",https://www.nasdaq.com/symbol/dxlg,
DSWL,"Deswell Industries, Inc.",https://www.nasdaq.com/symbol/dswl,
DTRM,"Determine, Inc. ",https://www.nasdaq.com/symbol/dtrm,
DXCM,"DexCom, Inc.",https://www.nasdaq.com/symbol/dxcm,
DFBH,DFB Healthcare Acquisitions Corp.,https://www.nasdaq.com/symbol/dfbh,
DFBHU,DFB Healthcare Acquisitions Corp.,https://www.nasdaq.com/symbol/dfbhu,
DFBHW,DFB Healthcare Acquisitions Corp.,https://www.nasdaq.com/symbol/dfbhw,
DHXM,DHX Media Ltd.,https://www.nasdaq.com/symbol/dhxm,
DHIL,"Diamond Hill Investment Group, Inc.",https://www.nasdaq.com/symbol/dhil,
FANG,"Diamondback Energy, Inc.",https://www.nasdaq.com/symbol/fang,
DCIX,Diana Containerships Inc.,https://www.nasdaq.com/symbol/dcix,
DRNA,"Dicerna Pharmaceuticals, Inc.",https://www.nasdaq.com/symbol/drna,
DFBG,Differential Brands Group Inc.,https://www.nasdaq.com/symbol/dfbg,
DFFN,Diffusion Pharmaceuticals Inc.,https://www.nasdaq.com/symbol/dffn,
DGII,Digi International Inc.,https://www.nasdaq.com/symbol/dgii,
DMRC,Digimarc Corporation,https://www.nasdaq.com/symbol/dmrc,
DRAD,Digirad Corporation,https://www.nasdaq.com/symbol/drad,
DGLY,"Digital Ally, Inc.",https://www.nasdaq.com/symbol/dgly,
APPS,"Digital Turbine, Inc.",https://www.nasdaq.com/symbol/apps,
DCOM,"Dime Community Bancshares, Inc.",https://www.nasdaq.com/symbol/dcom,
DIOD,Diodes Incorporated,https://www.nasdaq.com/symbol/diod,
DISCA,"Discovery, Inc.",https://www.nasdaq.com/symbol/disca,
DISCB,"Discovery, Inc.",https://www.nasdaq.com/symbol/discb,
DISCK,"Discovery, Inc.",https://www.nasdaq.com/symbol/disck,
DISH,DISH Network Corporation,https://www.nasdaq.com/symbol/dish,
DVCR,Diversicare Healthcare Services Inc.,https://www.nasdaq.com/symbol/dvcr,
SAUC,"Diversified Restaurant Holdings, Inc.",https://www.nasdaq.com/symbol/sauc,
DLHC,DLH Holdings Corp.,https://www.nasdaq.com/symbol/dlhc,
BOOM,DMC Global Inc.,https://www.nasdaq.com/symbol/boom,
DNBF,DNB Financial Corp,https://www.nasdaq.com/symbol/dnbf,
DOCU,"DocuSign, Inc.",https://www.nasdaq.com/symbol/docu,
DOGZ,Dogness (International) Corporation,https://www.nasdaq.com/symbol/dogz,
DLTR,"Dollar Tree, Inc.",https://www.nasdaq.com/symbol/dltr,
DLPN,"Dolphin Entertainment, Inc.",https://www.nasdaq.com/symbol/dlpn,
DLPNW,"Dolphin Entertainment, Inc.",https://www.nasdaq.com/symbol/dlpnw,
DGICA,"Donegal Group, Inc.",https://www.nasdaq.com/symbol/dgica,
DGICB,"Donegal Group, Inc.",https://www.nasdaq.com/symbol/dgicb,
DMLP,"Dorchester Minerals, L.P.",https://www.nasdaq.com/symbol/dmlp,
DORM,"Dorman Products, Inc.",https://www.nasdaq.com/symbol/dorm,
DOVA,"Dova Pharmaceuticals, Inc.",https://www.nasdaq.com/symbol/dova,
LYL,Dragon Victory International Limited,https://www.nasdaq.com/symbol/lyl,
DOTA,"Draper Oakwood Technology Acquisition, Inc.",https://www.nasdaq.com/symbol/dota,
DOTAR,"Draper Oakwood Technology Acquisition, Inc.",https://www.nasdaq.com/symbol/dotar,
DOTAU,"Draper Oakwood Technology Acquisition, Inc.",https://www.nasdaq.com/symbol/dotau,
DOTAW,"Draper Oakwood Technology Acquisition, Inc.",https://www.nasdaq.com/symbol/dotaw,
DBX,"Dropbox, Inc.",https://www.nasdaq.com/symbol/dbx,
DCAR,"DropCar, Inc.",https://www.nasdaq.com/symbol/dcar,
DRYS,DryShips Inc.,https://www.nasdaq.com/symbol/drys,
DSPG,"DSP Group, Inc.",https://www.nasdaq.com/symbol/dspg,
DLTH,Duluth Holdings Inc.,https://www.nasdaq.com/symbol/dlth,
DNKN,"Dunkin&#39; Brands Group, Inc.",https://www.nasdaq.com/symbol/dnkn,
DRRX,DURECT Corporation,https://www.nasdaq.com/symbol/drrx,
DXPE,"DXP Enterprises, Inc.",https://www.nasdaq.com/symbol/dxpe,
DYSL,Dynasil Corporation of America,https://www.nasdaq.com/symbol/dysl,
DYNT,Dynatronics Corporation,https://www.nasdaq.com/symbol/dynt,
DVAX,Dynavax Technologies Corporation,https://www.nasdaq.com/symbol/dvax,
ETFC,E*TRADE Financial Corporation,https://www.nasdaq.com/symbol/etfc,
EBMT,"Eagle Bancorp Montana, Inc.",https://www.nasdaq.com/symbol/ebmt,
EGBN,"Eagle Bancorp, Inc.",https://www.nasdaq.com/symbol/egbn,
EGLE,Eagle Bulk Shipping Inc.,https://www.nasdaq.com/symbol/egle,
EFBI,"Eagle Financial Bancorp, Inc.",https://www.nasdaq.com/symbol/efbi,
EGRX,"Eagle Pharmaceuticals, Inc.",https://www.nasdaq.com/symbol/egrx,
EWBC,"East West Bancorp, Inc.",https://www.nasdaq.com/symbol/ewbc,
EACQ,Easterly Acquisition Corp.,https://www.nasdaq.com/symbol/eacq,
EACQU,Easterly Acquisition Corp.,https://www.nasdaq.com/symbol/eacqu,
EACQW,Easterly Acquisition Corp.,https://www.nasdaq.com/symbol/eacqw,
EML,Eastern Company (The),https://www.nasdaq.com/symbol/eml,
EAST,"Eastside Distilling, Inc.",https://www.nasdaq.com/symbol/east,
EASTW,"Eastside Distilling, Inc.",https://www.nasdaq.com/symbol/eastw,
EVGBC,Eaton Vance NextShares Trust,https://www.nasdaq.com/symbol/evgbc,
EVSTC,Eaton Vance NextShares Trust,https://www.nasdaq.com/symbol/evstc,
EVFTC,Eaton Vance NextShares Trust II,https://www.nasdaq.com/symbol/evftc,
EVLMC,Eaton Vance NextShares Trust II,https://www.nasdaq.com/symbol/evlmc,
OKDCC,Eaton Vance NextShares Trust II,https://www.nasdaq.com/symbol/okdcc,
EBAY,eBay Inc.,https://www.nasdaq.com/symbol/ebay,
EBAYL,eBay Inc.,https://www.nasdaq.com/symbol/ebayl,
EBIX,"Ebix, Inc.",https://www.nasdaq.com/symbol/ebix,
ELON,Echelon Corporation,https://www.nasdaq.com/symbol/elon,
ECHO,"Echo Global Logistics, Inc.",https://www.nasdaq.com/symbol/echo,
SATS,EchoStar Corporation,https://www.nasdaq.com/symbol/sats,
EEI,"Ecology and Environment, Inc.",https://www.nasdaq.com/symbol/eei,
ESES,"Eco-Stim Energy Solutions, Inc.",https://www.nasdaq.com/symbol/eses,
EDAP,EDAP TMS S.A.,https://www.nasdaq.com/symbol/edap,
EDGE,"Edge Therapeutics, Inc.",https://www.nasdaq.com/symbol/edge,
EDGW,"Edgewater Technology, Inc.",https://www.nasdaq.com/symbol/edgw,
EDIT,"Editas Medicine, Inc.",https://www.nasdaq.com/symbol/edit,
EDUC,Educational Development Corporation,https://www.nasdaq.com/symbol/educ,
EGAN,eGain Corporation,https://www.nasdaq.com/symbol/egan,
EGLT,Egalet Corporation,https://www.nasdaq.com/symbol/eglt,
EHTH,"eHealth, Inc.",https://www.nasdaq.com/symbol/ehth,
EIGR,"Eiger BioPharmaceuticals, Inc.",https://www.nasdaq.com/symbol/eigr,
EKSO,"Ekso Bionics Holdings, Inc.",https://www.nasdaq.com/symbol/ekso,
LOCO,"El Pollo Loco Holdings, Inc.",https://www.nasdaq.com/symbol/loco,
EMITF,Elbit Imaging Ltd.,https://www.nasdaq.com/symbol/emitf,
ESLT,Elbit Systems Ltd.,https://www.nasdaq.com/symbol/eslt,
ERI,"Eldorado Resorts, Inc.",https://www.nasdaq.com/symbol/eri,
ESIO,"Electro Scientific Industries, Inc.",https://www.nasdaq.com/symbol/esio,
EA,Electronic Arts Inc.,https://www.nasdaq.com/symbol/ea,
EFII,"Electronics for Imaging, Inc.",https://www.nasdaq.com/symbol/efii,
ELSE,"Electro-Sensors, Inc.",https://www.nasdaq.com/symbol/else,
ELEC,Electrum Special Acquisition Corporation,https://www.nasdaq.com/symbol/elec,
ELECU,Electrum Special Acquisition Corporation,https://www.nasdaq.com/symbol/elecu,
ELECW,Electrum Special Acquisition Corporation,https://www.nasdaq.com/symbol/elecw,
ESBK,Elmira Savings Bank NY (The),https://www.nasdaq.com/symbol/esbk,
ELOX,"Eloxx Pharmaceuticals, Inc.",https://www.nasdaq.com/symbol/elox,
ELTK,Eltek Ltd.,https://www.nasdaq.com/symbol/eltk,
EMCI,EMC Insurance Group Inc.,https://www.nasdaq.com/symbol/emci,
EMCF,Emclaire Financial Corp,https://www.nasdaq.com/symbol/emcf,
EMKR,EMCORE Corporation,https://www.nasdaq.com/symbol/emkr,
EMMS,Emmis Communications Corporation,https://www.nasdaq.com/symbol/emms,
NYNY,"Empire Resorts, Inc.",https://www.nasdaq.com/symbol/nyny,
ENTA,"Enanta Pharmaceuticals, Inc.",https://www.nasdaq.com/symbol/enta,
ECPG,Encore Capital Group Inc,https://www.nasdaq.com/symbol/ecpg,
WIRE,Encore Wire Corporation,https://www.nasdaq.com/symbol/wire,
ENDP,Endo International plc,https://www.nasdaq.com/symbol/endp,
ECYT,"Endocyte, Inc.",https://www.nasdaq.com/symbol/ecyt,
ELGX,"Endologix, Inc.",https://www.nasdaq.com/symbol/elgx,
NDRA,ENDRA Life Sciences Inc.,https://www.nasdaq.com/symbol/ndra,
NDRAW,ENDRA Life Sciences Inc.,https://www.nasdaq.com/symbol/ndraw,
EIGI,"Endurance International Group Holdings, Inc.",https://www.nasdaq.com/symbol/eigi,
WATT,Energous Corporation,https://www.nasdaq.com/symbol/watt,
EFOI,"Energy Focus, Inc.",https://www.nasdaq.com/symbol/efoi,
ERII,"Energy Recovery, Inc.",https://www.nasdaq.com/symbol/erii,
EGC,"Energy XXI Gulf Coast, Inc.",https://www.nasdaq.com/symbol/egc,
ENG,ENGlobal Corporation,https://www.nasdaq.com/symbol/eng,
ENPH,"Enphase Energy, Inc.",https://www.nasdaq.com/symbol/enph,
ESGR,Enstar Group Limited,https://www.nasdaq.com/symbol/esgr,
ENFC,Entegra Financial Corp.,https://www.nasdaq.com/symbol/enfc,
ENTG,"Entegris, Inc.",https://www.nasdaq.com/symbol/entg,
EBTC,Enterprise Bancorp Inc,https://www.nasdaq.com/symbol/ebtc,
EFSC,Enterprise Financial Services Corporation,https://www.nasdaq.com/symbol/efsc,
EPZM,"Epizyme, Inc.",https://www.nasdaq.com/symbol/epzm,
PLUS,ePlus inc.,https://www.nasdaq.com/symbol/plus,
EQIX,"Equinix, Inc.",https://www.nasdaq.com/symbol/eqix,
EQFN,Equitable Financial Corp.,https://www.nasdaq.com/symbol/eqfn,
EQBK,"Equity Bancshares, Inc.",https://www.nasdaq.com/symbol/eqbk,
ERIC,Ericsson,https://www.nasdaq.com/symbol/eric,
ERIE,Erie Indemnity Company,https://www.nasdaq.com/symbol/erie,
ERYP,Erytech Pharma S.A.,https://www.nasdaq.com/symbol/eryp,
ESCA,"Escalade, Incorporated",https://www.nasdaq.com/symbol/esca,
ESPR,"Esperion Therapeutics, Inc.",https://www.nasdaq.com/symbol/espr,
ESQ,"Esquire Financial Holdings, Inc.",https://www.nasdaq.com/symbol/esq,
ESSA,"ESSA Bancorp, Inc.",https://www.nasdaq.com/symbol/essa,
EPIX,ESSA Pharma Inc.,https://www.nasdaq.com/symbol/epix,
ESND,Essendant Inc.,https://www.nasdaq.com/symbol/esnd,
ESTR,"Estre Ambiental, Inc.",https://www.nasdaq.com/symbol/estr,
ESTRW,"Estre Ambiental, Inc.",https://www.nasdaq.com/symbol/estrw,
VBND,ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund,https://www.nasdaq.com/symbol/vbnd,
VUSE,ETF Series Solutions Trust Vident Core US Equity ETF,https://www.nasdaq.com/symbol/vuse,
VIDI,ETF Series Solutions Trust Vident International Equity Fund,https://www.nasdaq.com/symbol/vidi,
ETSY,"Etsy, Inc.",https://www.nasdaq.com/symbol/etsy,
CLWT,Euro Tech Holdings Company Limited,https://www.nasdaq.com/symbol/clwt,
EEFT,"Euronet Worldwide, Inc.",https://www.nasdaq.com/symbol/eeft,
ESEA,Euroseas Ltd.,https://www.nasdaq.com/symbol/esea,
EVLO,"Evelo Biosciences, Inc.",https://www.nasdaq.com/symbol/evlo,
EVBG,"Everbridge, Inc.",https://www.nasdaq.com/symbol/evbg,
EVK,"Ever-Glory International Group, Inc.",https://www.nasdaq.com/symbol/evk,
MRAM,"Everspin Technologies, Inc.",https://www.nasdaq.com/symbol/mram,
EVLV,EVINE Live Inc.,https://www.nasdaq.com/symbol/evlv,
EVFM,"Evofem Biosciences, Inc.",https://www.nasdaq.com/symbol/evfm,
EVGN,Evogene Ltd.,https://www.nasdaq.com/symbol/evgn,
EVOK,"Evoke Pharma, Inc.",https://www.nasdaq.com/symbol/evok,
EOLS,"Evolus, Inc.",https://www.nasdaq.com/symbol/eols,
EVOL,"Evolving Systems, Inc.",https://www.nasdaq.com/symbol/evol,
EXAS,Exact Sciences Corporation,https://www.nasdaq.com/symbol/exas,
FLAG,Exchange Traded Concepts Trust FLAG-Forensic Accounting Long-S,https://www.nasdaq.com/symbol/flag,
ROBO,Exchange Traded Concepts Trust ROBO Global Robotics and Automa,https://www.nasdaq.com/symbol/robo,
XELA,"Exela Technologies, Inc.",https://www.nasdaq.com/symbol/xela,
EXEL,"Exelixis, Inc.",https://www.nasdaq.com/symbol/exel,
EXFO,EXFO Inc,https://www.nasdaq.com/symbol/exfo,
EXLS,"ExlService Holdings, Inc.",https://www.nasdaq.com/symbol/exls,
EXPE,"Expedia Group, Inc.",https://www.nasdaq.com/symbol/expe,
EXPD,"Expeditors International of Washington, Inc.",https://www.nasdaq.com/symbol/expd,
EXPO,"Exponent, Inc.",https://www.nasdaq.com/symbol/expo,
ESRX,Express Scripts Holding Company,https://www.nasdaq.com/symbol/esrx,
XOG,"Extraction Oil & Gas, Inc.",https://www.nasdaq.com/symbol/xog,
EXTR,"Extreme Networks, Inc.",https://www.nasdaq.com/symbol/extr,
EYEG,"Eyegate Pharmaceuticals, Inc.",https://www.nasdaq.com/symbol/eyeg,
EYEGW,"Eyegate Pharmaceuticals, Inc.",https://www.nasdaq.com/symbol/eyegw,
EYEN,"Eyenovia, Inc.",https://www.nasdaq.com/symbol/eyen,
EYPT,"EyePoint Pharmaceuticals, Inc.",https://www.nasdaq.com/symbol/eypt,
EZPW,"EZCORP, Inc.",https://www.nasdaq.com/symbol/ezpw,
FFIV,"F5 Networks, Inc.",https://www.nasdaq.com/symbol/ffiv,
FB,"Facebook, Inc.",https://www.nasdaq.com/symbol/fb,
DAVE,"Famous Dave&#39;s of America, Inc.",https://www.nasdaq.com/symbol/dave,
FANH,Fanhua Inc.,https://www.nasdaq.com/symbol/fanh,
FARM,Farmer Brothers Company,https://www.nasdaq.com/symbol/farm,
FMAO,"Farmers & Merchants Bancorp, Inc.",https://www.nasdaq.com/symbol/fmao,
FFKT,Farmers Capital Bank Corporation,https://www.nasdaq.com/symbol/ffkt,
FMNB,Farmers National Banc Corp.,https://www.nasdaq.com/symbol/fmnb,
FAMI,"FARMMI, INC.",https://www.nasdaq.com/symbol/fami,
FARO,"FARO Technologies, Inc.",https://www.nasdaq.com/symbol/faro,
FAST,Fastenal Company,https://www.nasdaq.com/symbol/fast,
FAT,FAT Brands Inc.,https://www.nasdaq.com/symbol/fat,
FATE,"Fate Therapeutics, Inc.",https://www.nasdaq.com/symbol/fate,
FBSS,"Fauquier Bankshares, Inc.",https://www.nasdaq.com/symbol/fbss,
FCRE,FC Global Realty Incorporated,https://www.nasdaq.com/symbol/fcre,
FSAC,Federal Street Acquisition Corp.,https://www.nasdaq.com/symbol/fsac,
FSACU,Federal Street Acquisition Corp.,https://www.nasdaq.com/symbol/fsacu,
FSACW,Federal Street Acquisition Corp.,https://www.nasdaq.com/symbol/fsacw,
FNHC,Federated National Holding Company,https://www.nasdaq.com/symbol/fnhc,
FENC,Fennec Pharmaceuticals Inc.,https://www.nasdaq.com/symbol/fenc,
GSM,Ferroglobe PLC,https://www.nasdaq.com/symbol/gsm,
FFBW,"FFBW, Inc.",https://www.nasdaq.com/symbol/ffbw,
FCSC,Fibrocell Science Inc,https://www.nasdaq.com/symbol/fcsc,
FGEN,"FibroGen, Inc",https://www.nasdaq.com/symbol/fgen,
FDBC,"Fidelity D & D Bancorp, Inc.",https://www.nasdaq.com/symbol/fdbc,
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,https://www.nasdaq.com/symbol/oneq,
LION,Fidelity Southern Corporation,https://www.nasdaq.com/symbol/lion,
FDUS,Fidus Investment Corporation,https://www.nasdaq.com/symbol/fdus,
FDUSL,Fidus Investment Corporation,https://www.nasdaq.com/symbol/fdusl,
FRGI,"Fiesta Restaurant Group, Inc.",https://www.nasdaq.com/symbol/frgi,
FITB,Fifth Third Bancorp,https://www.nasdaq.com/symbol/fitb,
FITBI,Fifth Third Bancorp,https://www.nasdaq.com/symbol/fitbi,
FNGN,"Financial Engines, Inc.",https://www.nasdaq.com/symbol/fngn,
FISI,"Financial Institutions, Inc.",https://www.nasdaq.com/symbol/fisi,
FNSR,Finisar Corporation,https://www.nasdaq.com/symbol/fnsr,
FNJN,"Finjan Holdings, Inc.",https://www.nasdaq.com/symbol/fnjn,
FNTE,FinTech Acquisition Corp. II,https://www.nasdaq.com/symbol/fnte,
FNTEU,FinTech Acquisition Corp. II,https://www.nasdaq.com/symbol/fnteu,
FNTEW,FinTech Acquisition Corp. II,https://www.nasdaq.com/symbol/fntew,
FEYE,"FireEye, Inc.",https://www.nasdaq.com/symbol/feye,
FBNC,First Bancorp,https://www.nasdaq.com/symbol/fbnc,
FNLC,"First Bancorp, Inc (ME)",https://www.nasdaq.com/symbol/fnlc,
FRBA,First Bank,https://www.nasdaq.com/symbol/frba,
BUSE,First Busey Corporation,https://www.nasdaq.com/symbol/buse,
FBIZ,"First Business Financial Services, Inc.",https://www.nasdaq.com/symbol/fbiz,
FCAP,"First Capital, Inc.",https://www.nasdaq.com/symbol/fcap,
FCFS,"First Cash, Inc.",https://www.nasdaq.com/symbol/fcfs,
FCBP,First Choice Bancorp,https://www.nasdaq.com/symbol/fcbp,
FCNCA,"First Citizens BancShares, Inc.",https://www.nasdaq.com/symbol/fcnca,
FCBC,"First Community Bancshares, Inc.",https://www.nasdaq.com/symbol/fcbc,
FCCO,First Community Corporation,https://www.nasdaq.com/symbol/fcco,
FBNK,"First Connecticut Bancorp, Inc.",https://www.nasdaq.com/symbol/fbnk,
FDEF,First Defiance Financial Corp.,https://www.nasdaq.com/symbol/fdef,
FFBC,First Financial Bancorp.,https://www.nasdaq.com/symbol/ffbc,
FFBCW,First Financial Bancorp.,https://www.nasdaq.com/symbol/ffbcw,
FFIN,"First Financial Bankshares, Inc.",https://www.nasdaq.com/symbol/ffin,
THFF,First Financial Corporation Indiana,https://www.nasdaq.com/symbol/thff,
FFNW,"First Financial Northwest, Inc.",https://www.nasdaq.com/symbol/ffnw,
FFWM,First Foundation Inc.,https://www.nasdaq.com/symbol/ffwm,
FGBI,"First Guaranty Bancshares, Inc.",https://www.nasdaq.com/symbol/fgbi,
FHB,"First Hawaiian, Inc.",https://www.nasdaq.com/symbol/fhb,
INBK,First Internet Bancorp,https://www.nasdaq.com/symbol/inbk,
INBKL,First Internet Bancorp,https://www.nasdaq.com/symbol/inbkl,
FIBK,"First Interstate BancSystem, Inc.",https://www.nasdaq.com/symbol/fibk,
FRME,First Merchants Corporation,https://www.nasdaq.com/symbol/frme,
FMBH,"First Mid-Illinois Bancshares, Inc.",https://www.nasdaq.com/symbol/fmbh,
FMBI,"First Midwest Bancorp, Inc.",https://www.nasdaq.com/symbol/fmbi,
FNWB,First Northwest Bancorp,https://www.nasdaq.com/symbol/fnwb,
FSFG,"First Savings Financial Group, Inc.",https://www.nasdaq.com/symbol/fsfg,
FSLR,"First Solar, Inc.",https://www.nasdaq.com/symbol/fslr,
FAAR,First Trust Alternative Absolute Return Strategy ETF,https://www.nasdaq.com/symbol/faar,
FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,https://www.nasdaq.com/symbol/fpa,
BICK,First Trust BICK Index Fund,https://www.nasdaq.com/symbol/bick,
FBZ,First Trust Brazil AlphaDEX Fund,https://www.nasdaq.com/symbol/fbz,
FTHI,First Trust BuyWrite Income ETF,https://www.nasdaq.com/symbol/fthi,
FCAL,First Trust California Municipal High income ETF,https://www.nasdaq.com/symbol/fcal,
FCAN,First Trust Canada AlphaDEX Fund,https://www.nasdaq.com/symbol/fcan,
FTCS,First Trust Capital Strength ETF,https://www.nasdaq.com/symbol/ftcs,
FCEF,First Trust CEF Income Opportunity ETF,https://www.nasdaq.com/symbol/fcef,
FCA,First Trust China AlphaDEX Fund,https://www.nasdaq.com/symbol/fca,
SKYY,First Trust Cloud Computing ETF,https://www.nasdaq.com/symbol/skyy,
RNDM,First Trust Developed International Equity Select ETF,https://www.nasdaq.com/symbol/rndm,
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,https://www.nasdaq.com/symbol/fdt,
FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,https://www.nasdaq.com/symbol/fdts,
FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,https://www.nasdaq.com/symbol/fvc,
FV,First Trust Dorsey Wright Focus 5 ETF,https://www.nasdaq.com/symbol/fv,
IFV,First Trust Dorsey Wright International Focus 5 ETF,https://www.nasdaq.com/symbol/ifv,
DWPP,First Trust Dorsey Wright People&#39,n/a,https://www.nasdaq.com/symbol/dwpp
DALI,First Trust DorseyWright DALI 1 ETF,https://www.nasdaq.com/symbol/dali,
FEM,First Trust Emerging Markets AlphaDEX Fund,https://www.nasdaq.com/symbol/fem,
RNEM,First Trust Emerging Markets Equity Select ETF,https://www.nasdaq.com/symbol/rnem,
FEMB,First Trust Emerging Markets Local Currency Bond ETF,https://www.nasdaq.com/symbol/femb,
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,https://www.nasdaq.com/symbol/fems,
FTSM,First Trust Enhanced Short Maturity ETF,https://www.nasdaq.com/symbol/ftsm,
FEP,First Trust Europe AlphaDEX Fund,https://www.nasdaq.com/symbol/fep,
FEUZ,First Trust Eurozone AlphaDEX ETF,https://www.nasdaq.com/symbol/feuz,
FGM,First Trust Germany AlphaDEX Fund,https://www.nasdaq.com/symbol/fgm,
FTGC,First Trust Global Tactical Commodity Strategy Fund,https://www.nasdaq.com/symbol/ftgc,
FTLB,First Trust Hedged BuyWrite Income ETF,https://www.nasdaq.com/symbol/ftlb,
HYLS,First Trust High Yield Long/Short ETF,https://www.nasdaq.com/symbol/hyls,
FHK,First Trust Hong Kong AlphaDEX Fund,https://www.nasdaq.com/symbol/fhk,
NFTY,First Trust India Nifty 50 Equal Weight ETF,https://www.nasdaq.com/symbol/nfty,
FTAG,First Trust Indxx Global Agriculture ETF,https://www.nasdaq.com/symbol/ftag,
FTRI,First Trust Indxx Global Natural Resources Income ETF,https://www.nasdaq.com/symbol/ftri,
LEGR,First Trust Indxx Innovative Transaction & Process ETF,https://www.nasdaq.com/symbol/legr,
FPXI,First Trust International IPO ETF,https://www.nasdaq.com/symbol/fpxi,
YDIV,First Trust International Multi-Asset Diversified Income Index,https://www.nasdaq.com/symbol/ydiv,
FJP,First Trust Japan AlphaDEX Fund,https://www.nasdaq.com/symbol/fjp,
FEX,First Trust Large Cap Core AlphaDEX Fund,https://www.nasdaq.com/symbol/fex,
FTC,First Trust Large Cap Growth AlphaDEX Fund,https://www.nasdaq.com/symbol/ftc,
RNLC,First Trust Large Cap US Equity Select ETF,https://www.nasdaq.com/symbol/rnlc,
FTA,First Trust Large Cap Value AlphaDEX Fund,https://www.nasdaq.com/symbol/fta,
FLN,First Trust Latin America AlphaDEX Fund,https://www.nasdaq.com/symbol/fln,
LMBS,First Trust Low Duration Opportunities ETF,https://www.nasdaq.com/symbol/lmbs,
FMB,First Trust Managed Municipal ETF,https://www.nasdaq.com/symbol/fmb,
FMK,First Trust Mega Cap AlphaDEX Fund,https://www.nasdaq.com/symbol/fmk,
FNX,First Trust Mid Cap Core AlphaDEX Fund,https://www.nasdaq.com/symbol/fnx,
FNY,First Trust Mid Cap Growth AlphaDEX Fund,https://www.nasdaq.com/symbol/fny,
RNMC,First Trust Mid Cap US Equity Select ETF,https://www.nasdaq.com/symbol/rnmc,
FNK,First Trust Mid Cap Value AlphaDEX Fund,https://www.nasdaq.com/symbol/fnk,
FAD,First Trust Multi Cap Growth AlphaDEX Fund,https://www.nasdaq.com/symbol/fad,
FAB,First Trust Multi Cap Value AlphaDEX Fund,https://www.nasdaq.com/symbol/fab,
MDIV,First Trust Multi-Asset Diversified Income Index Fund,https://www.nasdaq.com/symbol/mdiv,
MCEF,First Trust Municipal CEF Income Opportunity ETF,https://www.nasdaq.com/symbol/mcef,
FMHI,First Trust Municipal High Income ETF,https://www.nasdaq.com/symbol/fmhi,
QABA,First Trust NASDAQ ABA Community Bank Index Fund,https://www.nasdaq.com/symbol/qaba,
ROBT,First Trust Nasdaq Artificial Intelligence and Robotics ETF,https://www.nasdaq.com/symbol/robt,
FTXO,First Trust Nasdaq Bank ETF,https://www.nasdaq.com/symbol/ftxo,
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,https://www.nasdaq.com/symbol/qcln,
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,https://www.nasdaq.com/symbol/grid,
CIBR,First Trust NASDAQ Cybersecurity ETF,https://www.nasdaq.com/symbol/cibr,
FTXG,First Trust Nasdaq Food & Beverage ETF,https://www.nasdaq.com/symbol/ftxg,
CARZ,First Trust NASDAQ Global Auto Index Fund,https://www.nasdaq.com/symbol/carz,
FTXN,First Trust Nasdaq Oil & Gas ETF,https://www.nasdaq.com/symbol/ftxn,
FTXH,First Trust Nasdaq Pharmaceuticals ETF,https://www.nasdaq.com/symbol/ftxh,
FTXD,First Trust Nasdaq Retail ETF,https://www.nasdaq.com/symbol/ftxd,
FTXL,First Trust Nasdaq Semiconductor ETF,https://www.nasdaq.com/symbol/ftxl,
FONE,First Trust NASDAQ Smartphone Index Fund,https://www.nasdaq.com/symbol/fone,
TDIV,First Trust NASDAQ Technology Dividend Index Fund,https://www.nasdaq.com/symbol/tdiv,
FTXR,First Trust Nasdaq Transportation ETF,https://www.nasdaq.com/symbol/ftxr,
